altitude_km,velocity_ms,alpha_deg,Twall_K,CD,CL,q,Kn
113.54975057263316,6981.41876470377,5.664911565144807,943.5754316323446,0.022611376151095208,1.5742927486339635,5413.652220646576,0.7364957875230403
84.12654684734889,7894.5572389053805,16.989903722022802,699.595688532877,-0.24215771997342367,0.3966006218280266,441548.3577278348,0.003986720711507483
32.50097781118301,3886.86785137074,19.59902941592883,678.9859188945545,-0.3475902753502436,0.2578117985909771,2302217.7915472942,2.710658497643812e-06
61.273406582884775,3707.7677375641333,15.331607044728191,924.9404499280449,-0.20940010968296394,0.20019660354766877,275514.5753550985,0.00014078713170504687
41.238341645549475,6281.677072719164,2.2129119803286144,1048.0363186558557,0.20892979099626757,0.20253616187234208,5456657.963929563,1.0514553969029345e-05
33.72072777018321,7672.390543848784,11.249666917778413,1363.8792170547576,-0.08178237610936155,0.1675774182602557,18767075.929712288,3.316934530868652e-06
38.96220469379736,8323.24505153406,7.32321656853863,477.5421579558998,0.03653734119687793,0.16382063128252428,16138475.643757721,7.540421681371657e-06
95.02378883486665,3674.954434846561,18.145430091910978,581.1039094038631,-0.23330195818313354,0.796729891308779,13618.67006756695,0.024646209764507588
93.21898639298723,4860.75054130396,7.553779972206593,1173.6399360427545,0.019654076766905948,0.5986057287981315,38475.72196920117,0.017852008557077487
86.97859321547307,8876.679439415599,4.7356587806339885,889.7399283435558,0.1084773334034664,0.4074368315480519,474194.81952930865,0.0062646226619684905
71.29840467477885,9702.775893425063,18.559278896739926,984.9735016029014,-0.3098851763902435,0.27128261600443015,3034084.5205287035,0.0005813269102742648
87.38584887267744,5382.257165883837,6.857783498721247,642.4362428116344,0.0439620960067744,0.4051074190123334,96694.88045617305,0.006690482400842133
114.83952979921771,3555.384204453222,18.86583390063201,798.065918121365,-0.16006578239914704,1.8706685669398306,614.7026749754532,0.8851478773916565
72.41122586917336,7990.250593685333,2.6004929506691092,972.7374609889929,0.19245108555189971,0.2323656903029251,1459474.5829889132,0.0006861821752127048
77.73089095864927,4242.959498770211,13.017291979529729,308.5333456477776,-0.13190436303400624,0.25562855766497483,115456.58295848893,0.0015120986522305236
